restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
Tak Luck Restaurant,746 Myrtle Ave,Brooklyn,NY,11205,,Chinese,3,$,39.84231,-75.72974
Rio Grande II,9004 Fayette Lndg,Oak Hill,WV,25901,13044655434,Mexican,2.5,$,36.838862,-119.752864
Milio's Sandwiches,8366 3rd St N,Oakdale,MN,55128,16517143951,Sandwiches,3,$,29.76027331,-95.36260163
Health Nut Cafe,333 NW 5th St,Oklahoma City,OK,73102,14056011644,Sandwiches,4.5,$,39.987863,-83.04426
Morningside Kitchen Restaurant,1397 N Highland Ave NE,Atlanta,GA,30306,14043479747,American (New),4,$$,43.5147033,-96.7589477
Spaghetty Western,10690 Southern Highlands Pkwy,Las Vegas,NV,89141,17028344611,Delis,4,$$,36.8437549,-76.133616
Blue Agave Restaurante y Tequileria,1032 Light St,Baltimore,MD,21230,14105763938,Mexican,3.5,$$,41.89233543,-87.62626079
Macro-Mediterranean Healthy Meal Delivery Service,101 Mystic Ave,Medford,MA,2155,16175355300,Food Delivery Services,4,$$,45.51604,-122.8874
Taco John's,2220 Carey Ave,Cheyenne,WY,82001,13076347853,Mexican,4,$,42.7675,-88.20705
Eagle Rock Home Brewing Supply,4981 Eagle Rock Blvd,Los Angeles,LA,90041,13232582107,Brewing Supplies,3.5,$$,25.76445734,-80.27493537
The Kitchen,1530 16th St,Denver,CO,80202,13036233127,American (New),4,$$$,35.30712,-80.72102
Akbar Restaurant,823 N Charles St,Baltimore,MD,21201,14105390944,Indian,4,$$,39.76728,-86.15931
Pizzeria Bianco,623 E Adams St,Phoenix,AZ,85004,16022588300,Pizza,4,$$,36.73734496,-119.7307746
The Train Depot,3045 E Ashlan Ave,Fresno,CA,93726,15594421401,Sandwiches,4,$$,26.283043,-80.203593
Pizza Ranch,1845 E County Rd D,Maplewood,MN,55109,16517774500,Pizza,3.5,$$,33.65574451,-84.51012456
Golden India,2097 Madison Ave,Memphis,TN,38104,19017285111,Indian,3.5,$$,36.7867809,-119.7899329
Lime Fresh Mexican Grill,9005 SW 72nd Pl,Miami,FL,33156,13056701022,Mexican,4,$,40.73156,-73.45923
Taco John's,1410 W Mcmillan Rd,Meridian,ID,83646,12088939242,Mexican,2.5,$,42.43079,-83.48243
Holiday Restaurant,17 Veterans Plz,New Milford,CT,6776,18603549393,Pizza,3,$$,41.87241,-87.78059
Batch Gastropub,30 SW 12th St,Miami,FL,33130,13058085555,Gastropubs,4,$$,42.67838287,-83.13314056
Thai Kitchen,3421A E Tudor Rd,Anchorage,AK,99507,19075610082,Thai,3.5,$$,36.823208,-76.068072
Valentino's,5022 S 108th St,Omaha,NE,68102,14023310300,Pizza,2.5,$$,39.983716,-83.015735
Grace's,3111 Kirby Dr,Houston,TX,77098,17137286410,American (Traditional),4,$$,42.510615,-71.202022
Noodle Zen,517 S Weller St,Seattle,WA,98104,12067495451,Chinese,2.5,$,40.05522613,-82.90688543
Whiskey Street,323 S Main St,Salt Lake City,UT,84111,18014331371,Lounges,4,$$,45.504723,-122.632105
Tiki's Grill & Bar,2570 Kalakaua Ave,Honolulu,HI,96815,18089238454,Seafood,4,$$,26.1536999,-80.1395569
Restaurant At Convict Lake,2000 Convict Lake Rd,Mammoth Lakes,CA,93546,17609343800,American (New),4.5,$$$,37.04397583,-76.39457703
Nourish Sequim,101 Provence View Ln,Sequim,WA,98382,13607971480,Gluten-Free,4.5,$$,40.3512383,-74.6549683
Breadeaux Pizza,825 17th Ave SW,Altoona,IA,50009,15159673708,Pizza,4,$$,40.60006,-73.94417
Mercury Cafe,2199 California St,Denver,CO,80205,13032949258,Music Venues,3.5,$$,33.75403,-84.37986
Abby's Legendary Pizza,21255 SE Stark St,Gresham,OR,97030,15034656600,Pizza,3.5,$$,47.74602127,-122.6369553
Rice Bowl,37405 Ave 12,Madera,CA,93636,15596455454,Asian Fusion,4,$,42.35002867,-71.07866496
Sweet Tomatoes,7114 North Fresno St,Fresno,CA,93720,15594355797,Vegetarian,4,$$,40.70291363,-73.98982987
Rosemary And Vine,29 Purchase St,Rye,NY,10580,19144818660,Vegetarian,4.5,$$,40.73131837,-74.00035465
Market of Choice,8502 SW Terwilliger Blvd,Portland,OR,97219,15038927331,Grocery,4,$$$,25.77104,-80.28858
Gertrude's,1201 N Galvin Pkwy,Phoenix,AZ,85008,14807198600,American (New),3.5,$$,44.8865417,-93.2879548
Bombay Grill,928 W Main St,Boise,ID,83702,12083457888,Indian,4,$$,36.62936,-119.99834
Buddakan,75 9th Ave,New York,NY,10011,12129896699,Chinese,4,$$$,45.5903293,-122.7553919
Planet Bombay,451 Moreland Ave NE,Atlanta,GA,30307,14046880005,Indian,3,$$,39.02222766,-94.64781874
Gumbos,101 S Court St,Fayetteville,WV,25840,13049005548,Cajun/Creole,4,$$,39.94852462,-75.16210993
Famous Daves,1930 7th St W,Saint Paul,MN,55116,16516998800,Barbeque,3,$$,40.74298,-73.98274
Sprig and Sprout,2317 Wisconsin Ave NW,"Washington, DC",DC,20007,12023332569,Vietnamese,4,$$,41.87887,-87.63117
Mama Gaia,1350 Concourse Ave,Memphis,TN,38104,19012033838,Vegan,4.5,$$,36.79438,-119.77406
Popovers,11 Brickyard Sq,Epping,NH,3042,16037344724,Bakeries,3.5,$$,41.81938553,-71.40007019
Pei Wei,1005 Waugh Dr,Houston,TX,77019,17133537366,Chinese,2.5,$,36.85185872,-76.02094486
Falafel Bros,711 Fulton St,Brooklyn,NY,11217,17188558211,Falafel,3.5,$,33.457926,-112.0914023
Northstar Caf̩,951 N High St,Columbus,OH,43201,16142989999,American (New),4.5,$$,36.82226051,-119.7897432
Red Bamboo,140 W 4th St,New York,NY,10012,12122601212,Vegetarian,4,$$,45.44215146,-122.8275312
Ben & Jerry's,600 E Grand Ave,Chicago,IL,60611,13128360992,Ice Cream & Frozen Yogurt,2.5,$$$,36.08197,-115.2434
Zo��s Kitchen,1055 Metropolitan Ave,Charlotte,NC,28204,17043475858,Mediterranean,3.5,$,36.843843,-76.287049
Seasons 52,217 Lafayette Ave,Edison,NJ,8837,17326321852,American (New),4,$$,26.4614699,-80.07093
Proper Eats,8638 N Lombard St,Portland,OR,97203,15034452007,Vegan,4,$,39.91296023,-86.11201763
Bistro Bul Go Gi,1450 NW 87th Ave,Doral,FL,33172,17866153845,Korean,4,$$,41.99792,-87.69433
Food For Life Cuisine,4929 Suitland Rd,Suitland,MD,20746,13017354007,Seafood,4,$$,40.71264736,-74.01577846
Alino Pizzeria,500 S Main St,Mooresville,NC,28115,17046630010,Pizza,4.5,$$,36.8483728,-119.7891436
Kalypso Organic & Medi Spa,29-29 Newton Ave,Astoria,NY,11102,13478080609,Medical Spas,4.5,$$,36.84071,-119.78162
Skinny Buddha Organic Cafe,6 Depot Pl,Scarsdale,NY,10583,19144729646,Organic Stores,4,$$,38.90989107,-77.03403622
Dinosaur Bar-B-Que,700 W 125th St,Harlem,NY,10027,12126941777,Barbeque,4,$$,45.53029755,-122.6582734
Royal Albert's Palace,1050 King Georges Post Rd,Fords,NJ,8863,17326611070,Indian,2,$$$,36.86612,-75.98085
Luna Pizzeria,3435 Kirby Dr,Houston,TX,77098,18327676338,Pizza,4.5,$$,45.54301,-122.7214
Chopping Block,1 H And R Block Way,Kansas City,MO,64105,,American (Traditional),2.5,$,37.227353,-119.509135
Red Robin Gourmet Burgers,950 Shaw Ave.,Clovis,CA,93612,15592994500,American (Traditional),2.5,$$,41.93917072,-87.69816408
Toomey's,6085 Minaret Rd,Mammoth Lakes,CA,93546,17609244408,American (New),4,$$,37.10482,-76.497083
Freshii,50 E Washington St,Chicago,IL,60602,13124990600,Salad,3,$$,29.7496832,-95.3404681
Volunteer Park Cafe & Marketplace,1501 17th Ave E,Seattle,WA,98112,12063283155,Breakfast & Brunch,4,$$,25.79524525,-80.18879085
Hinge Cafe,2652 E Somerset St,Philadelphia,PA,19134,12154256614,Breakfast & Brunch,4.5,$$,36.76292,-119.79926
Sahara,320 E 51st St,Kansas City,MO,64112,18167565444,Mediterranean,4,$,40.76300727,-111.8763805
Caf̩ Blue,111 S King St,Honolulu,HI,96813,18086948790,Cafes,4,$,39.97468,-83.0301999
River Bottom Bar and Grill,2501 N Hwy 79,Florence,AZ,85132,15208683131,Sports Bars,3.5,$$,36.76292,-119.79926
QDOBA Mexican Eats,222 N Saddle Creek Rd,Omaha,NE,68131,14025510750,Mexican,3.5,$,38.90223,-77.04241
IKEA,1 Beard St,Brooklyn,NY,11231,18888884532,Kitchen & Bath,2,$$,37.13867625,-119.3085692
Laughing Planet Cafe,922 NW 21st Ave,Portland,OR,97209,15034451319,Mexican,4,$,36.73474,-119.72968
Orange Leaf Frozen Yogurt,6777 Woodlands Pkwy,The Woodlands,TX,77382,12816512194,Ice Cream & Frozen Yogurt,3.5,$$$,39.94006878,-75.15942296
Lupe's,110 Ave Of The Americas,New York,NY,10013,12129661326,Mexican,3.5,$$,40.02900372,-83.11532408
Prince Kabob,2510 Conway Rd,Gambrills,MD,21054,14107215022,Afghan,5,$$,34.09959793,-118.2588425
Tinta y Caf̩,1315 Ponce De Leon Blvd,Miami,FL,33134,13052850101,Cuban,4.5,$,40.82568771,-73.94372821
Tropical Smoothie Cafe,233 E Home Rd,Springfield,OH,45503,19373421883,Cafes,4,$,33.4942271,-112.0031129
Aldo's Pizza Pies,100 S Main St,Memphis,TN,38103,19015777743,Pizza,4,$$,40.726473,-73.983958
Circa 1918,10367 Warwick Blvd,Newport News,VA,23601,17575991918,American (New),4.5,$$$,47.60588721,-122.3341411
Cafe Yumm!,717 Pine St,Seattle,WA,98101,12066249866,Cafes,3.5,$,39.9487961,-75.1697449
Marfil Bistro,8347 NW 36th St,Doral,FL,33166,13059607054,Mediterranean,4.5,$$,40.7327,-73.99766
Smokehouse 41,40713 Hwy 41,Oakhurst,CA,93644,15596422271,Smokehouse,4.5,$$,29.74493,-95.39091
Udipi Cafe -  Hillcroft,5959 Hillcroft St,Houston,TX,77036,17133345555,Indian,3.5,$,41.892629,-87.6261317
Portland City Grill,111 5th Ave,Portland,OR,97204,15034500030,American (New),4,$$$,40.774627,-73.958697
The Fresh Market,2640 S Bayshore Dr,Miami,FL,33133,13058547202,Specialty Food,3.5,$$$,37.3325923,-119.6491113
Pizza di Tito,115 W Washington St,Indianapolis,IN,46204,13172360075,Pizza,4.5,$,34.10538377,-118.3187575
Shari's Cafe & Pies,11335 NE Airport Way,Portland,OR,97220,15032545041,American (Traditional),3,$$,40.74323,-73.98033
DaTangZhenWei,801 Brickell Bay Dr,Miami,FL,33131,17867474686,Chinese,4,$$$,41.96836,-87.72613
South Gate Brewing Company,40233 Enterprise Dr,Oakhurst,CA,93644,15596922739,American (Traditional),4,$$,37.48558,-119.96602
Tandoor Restaurant,279 Powers Ferry Rd SE,Marietta,GA,30067,16785602038,Indian,3.5,$$,25.76607,-80.19407
Bouchon at the Venezia Tower,3355 Las Vegas Blvd S,Las Vegas,NV,89109,17024146200,French,4,$$$,39.94905,-75.16485
Toasted Bagelry & Deli,83 SW 8th St,Miami,FL,33130,13054006996,Bagels,3.5,$,39.739972,-104.95446
TOGO'S Sandwiches,2180 W Cleveland Ave,Madera,CA,93637,15596739990,Sandwiches,4,$$,34.0691149,-118.3074092
Apna Bazaar,810 Bethel Rd,Columbus,OH,43214,16143262762,Indian,3.5,$$,40.67027391,-73.97848193
Shaver Lake Pizza,41820 Tollhouse Rd,Shaver Lake,CA,93664,15598417249,Pizza,4,$,47.60358,-122.32945
The Thurman Cafe,183 Thurman Ave,Columbus,OH,43206,16144431570,Bars,4,$$,37.6936193,-97.2795941
Clinton Street Baking Company,4 Clinton St,New York,NY,10002,16466026263,Bakeries,4,$$,36.84071,-119.78162
Tinta y Caf̩,1315 Ponce De Leon Blvd,Miami,FL,33134,13052850101,Cuban,4.5,$,37.227353,-119.509135
Spacca Napoli,1769 W Sunnyside Ave,Chicago,IL,60640,17738782420,Pizza,4,$$,47.6597958,-122.3139519
Pizza Inn,1801 Mangum Rd,Houston,TX,77092,17138612389,Pizza,4,$,37.3331104,-119.660292
Chicago q,1160 N Dearborn St,Chicago,IL,60610,13126421160,Barbeque,4,$$,41.95562157,-87.94206407
So Fresh Mobile Juice Bar,,Memphis,TN,38104,,Juice Bars & Smoothies,5,$$,44.9689,-93.12674
Govinda's Natural Food Restaurant,3764 Watseka Ave,Los Angeles,LA,90034,13108361269,Vegetarian,4.5,$,44.9399051,-93.15403
Dr Smood - Wynwood Organic Cafe,2230 NW 2nd Ave,Miami,FL,33127,17863344420,Organic Stores,4,$$,25.7478657,-80.3093414
The Original Turkey,45 N 12th St,Philadelphia,PA,19107,12159255598,American (Traditional),4.5,$,36.121237,-115.151852
Yard House,90 El Camino,Fresno,CA,93720,15592612165,Bars,3.5,$$,43.56845,-96.77038
Bisuteki Japanese Steak House,407 Squire Rd,Revere,MA,2151,17812847200,Japanese,3,$$,42.3315987,-83.07595336
Fat Valdy's,5108 W Bluemound Rd,Milwaukee,WI,53208,14144430287,Sports Bars,3,$$,40.02885,-83.01532
Pizza Inn,1801 Mangum Rd,Houston,TX,77092,17138612389,Pizza,4,$,41.9056696,-87.6677398
Shell's Bar-B-Q,2609 Springs Rd NE,Hickory,NC,28601,18282562275,Barbeque,2,$,39.28339452,-76.57252908
Indian Delhi Palace,5104 E McDowell Rd,Phoenix,AZ,85008,16022448181,Indian,3.5,$$,33.76689023,-84.34864227
Tandoor Restaurant,8062 Morgan Cir S,Bloomington,MN,55431,19528859060,Indian,3.5,$$,42.35485219,-83.06136824
Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,40.05514,-82.999988
Kramer's Health Foods,230 S Wabash Ave,Chicago,IL,60604,13129220077,Health Markets,4,$$,39.870426,-86.141899
Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,36.74292,-119.80036
Royal Taj Fine Indian Cuisine,6735 N 1st St,Fresno,CA,93710,15594437246,Indian,4,$$,40.1099,-82.94793
Healthy Xpress,6404 NW 82nd Ave,Miami,FL,33166,13053938735,Food Delivery Services,4,$$,39.86904,-86.14273
Rum Boogie Cafe,182 Beale St,Memphis,TN,38103,19015280150,Bars,3.5,$$,21.29356,-157.8272299
Raw Earth Juicery,8040 N Cedar Ave,Fresno,CA,93720,15593260645,Juice Bars & Smoothies,4.5,$$,40.92297,-74.11166
Mazzio's Pizza,2200 E Mechanic St,Harrisonville,MO,64701,18168842300,Pizza,3.5,$,41.58123412,-93.6218797
99 Cents Only Stores,770 W Shaw Ave,Clovis,CA,93612,15592998149,Discount Store,4,$,29.75829,-95.3464
Zaika Indian Cuisine,119 Morrison Plantation Pkwy,Mooresville,NC,28117,17046609944,Indian,4.5,$$,36.974411,-120.0832748
Snap Kitchen,3600 Kirby Dr,Houston,TX,77098,17135265700,Food Delivery Services,4,$$,25.761247,-80.350942
Publix Super Market,501 Gervais St,Columbia,SC,29201,18032554351,Grocery,4,$$,41.88416943,-87.64088425
Pita Pit,925 South Minnesota Ave,Sioux Falls,SD,57104,16053367482,Sandwiches,3.5,$,40.7212624,-73.9969895
Pizza Factory,7775 N First St,Fresno,CA,93720,15594479500,Pizza,3,$$,40.73858,-111.88797
Salsa's Taqueria,588 Old Mammoth Rd,Mammoth Lakes,CA,93546,17609240408,Mexican,4,$,33.78861618,-84.42301941
Thai Gourmet,6324 Richmond Ave,Houston,TX,77057,17137807955,Thai,4.5,$$,36.85311,-119.75545
South Gate Brewing Company,40233 Enterprise Dr,Oakhurst,CA,93644,15596922739,American (Traditional),4,$$,35.153852,-80.87657
Sunnycrest Farms,59 High Range Rd,Londonderry,NH,3053,16034327753,Fruits & Veggies,4.5,$$,36.55832,-119.48845
Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,39.74405719,-104.9913481
Azure Nails and Waxing Studio,875 N Michigan,Chicago,IL,60611,13129889388,Nail Salons,2,$$,29.7344381,-95.4241026
Souen Restaurant,210 Ave Of The Americas,New York,NY,10014,12128077421,Japanese,3.5,$$,29.7333189,-95.4191919
Antelope Truck Stop Pronghorn,4850 I-80 Service Rd,Burns,WY,82053,13075473355,Indian,4.5,$,29.7162254,-95.41526242
Mazzio's Pizza,301 Hwy 80 W,Clinton,MS,39056,16019258009,Pizza,1.5,$,25.796509,-80.349141
Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,33.85837187,-84.38141832
Omoni Fresh Fast Korean Grill,13710 N Meridian St,Carmel,IN,46032,13178101668,Korean,4.5,$$,29.786497,-95.5137951
La Cabana,32762 Rd 222,North Fork,CA,93643,15598773311,Mexican,4,$,25.76653191,-80.19518563
Good Health Cafe,1435 1st Ave,New York,NY,10021,12125179898,Cafes,4,$$,39.68976212,-104.8666687
grown,8211 S Dixie Hwy,Miami,FL,33143,13056634769,Juice Bars & Smoothies,3.5,$$,40.7355193,-74.0661636
House of biryani's & Kebabs,2541 W Main St,Norristown,PA,19403,16105397777,Indian,3,$$,36.85358,-119.72805
Mia's Table,3131 Argonne St,Houston,TX,77098,17135226427,American (Traditional),4,$$,39.27718358,-76.61298858
Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,37.33224,-119.65466
Mama Mia Pizzeria,734 W Bullard Ave,Fresno,CA,93704,15594395303,Italian,4,$$,37.341693,-119.6424403
Love Cafe,283 Pleasant Ave,New York,NY,10029,12123696916,Coffee & Tea,4.5,$,40.7179075,-73.9907183
Diana's,3050 W Shaw Ave,Fresno,CA,93711,15592779500,Persian/Iranian,4.5,$$,47.61085,-122.33318
South Gate Brewing Company,40233 Enterprise Dr,Oakhurst,CA,93644,15596922739,American (Traditional),4,$$,36.80933,-119.84535
The Nile Restaurant,723 E 8th St,Anderson,IN,46012,17656409028,Mediterranean,4.5,$$,39.08719254,-94.63184357
Azla,3655 S Grand Ave,Los Angeles,LA,90007,12137457455,Ethiopian,4.5,$,25.695402,-80.163971
Mariposa Food Co-op,4824 Baltimore Ave,Philadelphia,PA,19143,12157292121,Grocery,4,$$,38.90989107,-77.03403622
Fat Cat Creamery,1901 N Shepherd,Houston,TX,77008,17138691080,Ice Cream & Frozen Yogurt,4,$,39.28503418,-76.58683777
Tarka Indian Kitchen,721 W 19th St,Houston,TX,77008,13468022096,Indian,4,$,39.9415215,-74.9920909
Anita's Kitchen,22651 Woodward Ave,Ferndale,MI,48220,12485480680,Lebanese,4,$$,29.74140384,-95.4103287
Bamboo Sushi,310 SE 28th Ave,Portland,OR,97214,15032325255,Sushi Bars,4.5,$$,36.2812775,-115.2875284
Ruth's Chris Steak House,7844 N Blackstone Ave,Fresno,CA,93720,15594900358,Steakhouses,4,$$$,26.12158628,-80.21893852
Bodega,1220 16th St,Miami Beach,FL,33139,13057042145,Bars,4,$$,29.7453,-95.3916
Reimer's Candies & Gifts,41969 Hwy 41,Oakhurst,CA,93644,15596423232,Gelato,4.5,$,25.746074,-80.369081
Akbar Restaurant,823 N Charles St,Baltimore,MD,21201,14105390944,Indian,4,$$,33.7819249,-84.3798882
Rosenberg's Bagels & Delicatessen,725 E 26th Ave,Denver,CO,80205,17204409880,Delis,4,$$,38.8989352,-77.02187047
Paco's Tacos & Tequila,6401 Morrison Blvd,Charlotte,NC,28211,17047168226,Tex-Mex,4,$$,36.74292,-119.80036
Fresh First,1637 SE 17th St,Fort Lauderdale,FL,33316,19547633344,Juice Bars & Smoothies,4.5,$$,47.6157706,-122.3531539
Mimi's Cafe,205 S Abilene St,Aurora,CO,80012,13033646464,Breakfast & Brunch,2.5,$$,40.76166606,-73.96013897
Mimi's Cafe,5070 Bell Tower Shops Ave,Fort Myers,FL,33907,12395610073,Breakfast & Brunch,3,$$,36.73552704,-119.7564011
Thai Table,10100 6th Ave N,Plymouth,MN,55441,17635916085,Thai,3.5,$$,39.29032,-76.5905
Daily Grind,168 Central Park Ave,Virginia Beach,VA,23462,17572283907,Coffee & Tea,3.5,$,25.7717977,-80.2539922
Laughing Planet Cafe,625 NW Saltzman Rd,Portland,OR,97229,15039141055,Salad,4,$$,29.82167,-95.522979
Romano's Pizza,1528 W Gray St,Houston,TX,77019,17135261182,Pizza,4,$$,45.511785,-122.621526
Eddington's Soup and Salad,2100 Snelling Ave N,Roseville,MN,55113,16516979794,American (Traditional),3.5,$,40.631252,-74.028175
Otto,354 7th Ave,Brooklyn,NY,11215,17187886627,Accessories,3.5,$$,39.7541032,-105.0002242
Pizza Ranch,4480 23rd Ave S,Fargo,ND,58104,17013564141,Pizza,3,$,40.7495842,-73.99167633
The Flying Biscuit Cafe,1001 Piedmont Ave,Atlanta,GA,30309,14048748887,Breakfast & Brunch,4,$$,40.715688,-74.007695
Hungry Howie's Pizza,227 E State St,West Lafayette,IN,47906,17652509121,Pizza,3.5,$,36.84787,-119.79021
Rosinella,525 Lincoln Rd,Miami Beach,FL,33139,13056728777,Italian,3,$$,41.8497952,-87.9567885
Mount Everest India's Cuisine,3641 W Sahara Ave,Las Vegas,NV,89102,17028920950,Indian,4.5,$$,33.480413,-111.993894
Mark's Feed Store,11422 Shelbyville Rd,Louisville,KY,40243,15022440140,Barbeque,4,$$,36.80934,-119.76169
Slim's Koffee Shak,33013 Rd 222,North Fork,CA,93643,15598776300,Coffee & Tea,5,$,36.7303,-119.79425
Nom Wah Tea Parlor,13 Doyers St,New York,NY,10013,12129626047,Dim Sum,3.5,$$,40.71615268,-73.95966619
The Tasty Toast,1320 Point Breeze Ave,Philadelphia,PA,19146,12154651040,Breakfast & Brunch,4.5,$,42.15012269,-88.33652846
The Daily Creative Food  - Edgewater,2001 Biscayne Blvd,Miami,FL,33137,13055734535,Salad,4,$$,35.49450539,-97.54775226
Pure Eatery,1043 Virginia Ave,Indianapolis,IN,46203,13176025724,Sandwiches,4,$$,36.83482,-119.87954
Finagle A Bagel,535 Boylston St,Boston,MA,2116,16172662500,Bagels,3.5,$,37.32073,-119.5586
Poor Calvin's,510 Piedmont Ave NE,Atlanta,GA,30308,14042544051,Asian Fusion,4.5,$$,40.59587,-73.98103
Yard House,90 El Camino,Fresno,CA,93720,15592612165,Bars,3.5,$$,25.75288991,-80.36676484
Taco John's,921 E Euclid Ave,Des Moines,IA,50316,15152620110,Mexican,3.5,$,39.77136,-105.04369
Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,29.73665491,-95.49034731
TGI Fridays,826 State Rt 3,Clifton,NJ,7012,19737781828,American (Traditional),2.5,$$,25.7612099,-80.20028
Lennys Subs,7808 S Tryon St,Charlotte,NC,28273,17045048951,Sandwiches,4,$,37.65126,-118.98514
Chennai Masala,2088 NW Stucki Ave,Hillsboro,OR,97124,15035319500,Indian,3.5,$$,36.76292,-119.79926
Govinda's Vegetarian Cuisine,1320 W 34th St,Houston,TX,77018,18328319951,Indian,4.5,$$,25.7734433,-80.1898863
Reading Terminal Market,51 N 12th St,Philadelphia,PA,19107,12159222317,Public Markets,4.5,$$,33.99973016,-81.01791288
QDOBA Mexican Eats,230 E Wt Harris Blvd,Charlotte,NC,28262,17045477460,Mexican,4,$,44.47699,-73.21134
Old Chicago Inn,3222 N Sheffield Ave,Chicago,IL,60657,17734722278,Hotels,3.5,$$,25.76509621,-80.25273392
Paulie Gee's,60 Greenpoint Ave,Brooklyn,NY,11222,13479873747,Pizza,4.5,$$,37.74609864,-119.5743366
Fore Street,288 Fore St,Portland,ME,4101,12077752717,American (New),4,$$$,47.6051441,-122.3351405
Big Town Hero,4630 SE International Way,Portland,OR,97222,15036525428,Sandwiches,3,$,33.772851,-84.379883
Rubio's,9310 W Sahara Ave,Las Vegas,NV,89117,17028045860,Mexican,4,$,41.93875323,-87.64485374
Miami Mediterranean Cuisine,209 11th St,Miami Beach,FL,33139,13056748384,Mediterranean,4.5,$$,42.02259,-93.65051
The Top Steakhouse,2891 E Main St,Columbus,OH,43209,16142318238,Steakhouses,3.5,$$$,44.47702454,-73.21951571
Trident Booksellers & Caf̩,338 Newbury St,Boston,MA,2115,16172678688,Bookstores,3.5,$$,39.98508,-83.0376
Get Fruity Cafe,79 Marietta St NW,Atlanta,GA,30303,14045210109,Juice Bars & Smoothies,4,$,25.82771,-80.18682
Amore Neapolitan Pizzeria,3600 Cutler Ave NE,Albuquerque,NM,87110,15055541967,Pizza,4.5,$$,37.65048436,-118.9850387
Max & Erma's,739 S 3rd St,Columbus,OH,43206,16144440917,American (Traditional),3.5,$$,36.28995545,-115.2858883
Piada Italian Street Food,1315 W Lane Ave,Columbus,OH,43221,16147541702,Italian,4,$,36.11789,-115.13689
Pita Pit,3242 North Rock Rd,Wichita,KS,67226,13162014748,Sandwiches,4,$,29.87613,-94.8272099
Seva Cuisine of India,8674 NE Flintlock Rd,Kansas City,MO,64157,18164079700,Indian,4.5,$$,45.52891804,-122.6984447
Cafe La Maude,816 N 4th St,Philadelphia,PA,19123,12673187869,Cafes,4.5,$$,40.67033,-74.35921
Go Zen,144 W 4th St,New York,NY,10012,12122607130,Vegan,4,$$,43.616068,-116.203466
Lardo,1205 SW Washington St,Portland,OR,97205,15032412490,Sandwiches,4,$$,39.77718,-85.95231
Blaze Fast-Fire'd Pizza,707 Richard Arrington Jr Blvd,Birmingham,AL,35233,12053783888,Salad,5,$,21.28273,-157.79963
Kokoras Greek Grill,6400 California Ave SW,Seattle,WA,98136,12069130041,Greek,4,$$,35.39104119,-97.54897065
Venti's Cafe + Basement Bar,325 Court St NE,Salem,OR,97301,15033998733,American (New),3.5,$$,44.89735513,-93.17681573
Kind Burgers,609 River Rd,Fair Haven,NJ,7704,17327415463,Burgers,3.5,$$,39.99983,-75.29564
Buca di Beppo Italian Restaurant,3355 S University Dr,Davie,FL,33328,19545773287,Italian,3,$$,37.65038426,-118.9851248
Caf̩ Lotti,4200 Wisconsin Ave NW,"Washington, DC",DC,20016,12022446425,Italian,1,$$,39.85079,-86.14548
Sepal,350 Longwood Ave,Boston,MA,2215,16172773500,Middle Eastern,3.5,$,42.39018452,-82.91607141
Casa Corona,7044 N Cedar Ave,Fresno,CA,93720,15593237409,Mexican,3.5,$$,37.0196991,-76.3377533
Pure Eatery,1043 Virginia Ave,Indianapolis,IN,46203,13176025724,Sandwiches,4,$$,39.4024695,-76.53981306
Aladdin Mediterranean Restaurant,24 NE 167st,Miami,FL,33162,17869165100,Halal,4,$$,39.76306,-105.0056
Boccone South,59 S Orange Ave,South Orange,NJ,7079,19733789222,Italian,4.5,$$,40.74378,-73.982649
Pho Shizzle,4235 University Way NE,Seattle,WA,98105,12066321078,Vietnamese,4,$,45.5726331,-122.5571313
Fancy Sushi Asian Fusion,1313 Grand Ave,Billings,MT,59102,14062456888,Sushi Bars,4,$$,44.9634932,-92.98170447
Maria's Pizzaria,5025 W Forest Home Ave,Milwaukee,WI,53219,14145434606,Pizza,4,$$,39.95246,-82.99457
Asian Thai Kitchen 2,1981 SW 8th St,Miami,FL,33135,13056462999,Thai,4.5,$$,41.139961,-73.287415
New India Restaurant,5226 Bethel Center Mall,Columbus,OH,43220,16144427705,Indian,3.5,$$,37.33211713,-119.6546503
Corner Bakery Cafe,1000 Main St,Houston,TX,77002,17136510854,Delis,3,$,40.81773,-96.70958
Crispy Cr̻pes Cafe,714 Commonwealth Ave,Boston,MA,2215,16178599585,Creperies,4,$,42.49007034,-83.12519836
Namaste Shangril-La,2446 Tudor Rd,Anchorage,AK,99507,19075693000,Himalayan/Nepalese,4,$$,39.9446092,-75.1578331
Razzoo's Cajun Cafe,12770 Southwest Fwy,Stafford,TX,77477,12813401200,Cajun/Creole,3,$$,41.89233543,-87.62626079
