,restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
7208,Root Down,1600 W 33rd Ave,Denver,CO,80211,13039934200,American (New),4.5,$$,41.8212779,-71.4225387
7209,Seadog Sushi Bar,1500 W Division St,Chicago,IL,60642,17732358100,Sushi Bars,4,$$,35.1277923,-89.9458067
7210,Mama Mia Trattoria,439 SW 2nd Ave,Portland,OR,97204,15032956464,Italian,3.5,$$,40.12639,-75.06179
7211,The Asbury,235 N Tryon St,Charlotte,NC,28202,17043421193,Southern,4,$$,45.52309,-122.64164
7212,Wing Lei,3131 Las Vegas Blvd S,Las Vegas,NV,89109,17027703388,Chinese,3.5,$$$$,35.11451,-89.90284
7213,Collage Global Cafe,208 Central Ave,Osseo,MN,55369,19525933000,Indian,5,$$,47.69858,-122.34486
7214,Carvao BBQ,686 Bergen Ave,Jersey City,NJ,7304,12013696955,Bars,3.5,$$,42.31349811,-71.27345167
7215,The District,1320 E 17th Ave,Denver,CO,80218,13038136688,American (Traditional),3.5,$$,41.88416943,-87.64088425
7216,WILD - Brooklyn,340 Bedford Ave,Brooklyn,NY,11249,13475990699,American (New),3,$$,40.7232311,-74.0025149
7217,Blue Bird Bistro,1700 Summit St,Kansas City,MO,64108,18162217559,Vegetarian,3.5,$$,42.3357048,-71.0462799
7218,Flying Saucer Draught Emporium,130 Peabody Pl,Memphis,TN,38103,19015238536,Music Venues,4,$$,47.6903999,-122.36097
7219,Valter's Osteria,173 W Broadway,Salt Lake City,UT,84101,18015214563,Italian,4.5,$$$,42.3954954,-83.4849586
7220,Twisted Tree Cafe,609 Cookman Ave,Asbury Park,NJ,7712,17327752633,Vegetarian,4.5,$,39.67329,-104.97368
7221,Distrito,3945 Chestnut St,Philadelphia,PA,19104,12152221657,Mexican,4,$$,37.3331104,-119.660292
7222,Tuk Tuk Thai Food Loft,1745 Peachtree St NE,Atlanta,GA,30309,16785396181,Thai,4,$$,35.210756,-80.855838
7223,Dogma Grill,7030 Biscayne Blvd,Miami,FL,33138,13057593433,Hot Dogs,4,$,36.8483728,-119.7891436
7224,Eataly,200 5th Ave,New York,NY,10010,12122292560,Italian,4,$$,29.738294,-95.407836
7225,She Doesn't Like Guthries,115 Middle St,Lewiston,ME,4240,12073763344,American (New),4,$$,33.787417,-84.270026
7226,Paseo Caribbean Food - Fremont,4225 Fremont Ave N,Seattle,WA,98103,12065457440,Caribbean,4.5,$,39.0852917,-77.1521089
7227,Firehouse Subs,9204 West Flagler St,Miami,FL,33174,13055537757,Delis,3,$,33.5973156,-111.9815688
7228,Casa Corona,7044 N Cedar Ave,Fresno,CA,93720,15593237409,Mexican,3.5,$$,39.75152,-105.00207
7229,Papas Pizza To Go,2703 Dawsonville Hwy,Gainesville,GA,30506,17705362737,Pizza,3.5,$,37.87838243,-85.94177021
7230,Sweet Tomatoes,7114 North Fresno St,Fresno,CA,93720,15594355797,Vegetarian,4,$$,39.6198108,-105.0163542
7231,Bakery Nouveau,4737 California Ave SW,Seattle,WA,98116,12069230534,Bakeries,4.5,$$,45.5726331,-122.5571313
7232,Harvest Room,7164 W 127th St,Palos Heights,IL,60463,17086718905,American (New),4,$$,25.74877,-80.304
7233,Zoup!,200 Renaissance Ctr,Detroit,MI,48243,13135677500,Soup,3.5,$,40.721964,-73.992466
7234,Sweet Dogs,4749 SW 8th St,Miami,FL,33134,13054484900,Hot Dogs,4.5,$,48.11377,-122.75918
7235,Yamato Sushi,51 W Aylesbury Rd,Lutherville-Timonium,MD,21093,14105600024,Sushi Bars,4.5,$$,39.74780831,-104.9993313
7236,Sal & Mookie's,565 Taylor St,Jackson,MS,39216,16013681919,Pizza,4,$$,37.1074244,-119.3191947
7237,Rib Crib Restaurant,19801 E Valleyview Pkwy,Independence,MO,64057,18167955144,Barbeque,3.5,$$,47.5976601,-122.3254776
7238,zpizza,26 Old Mammoth Rd,Mammoth Lakes,CA,93546,17609345800,Pizza,3.5,$$,36.131985,-115.177125
7239,Morningside Kitchen Restaurant,1397 N Highland Ave NE,Atlanta,GA,30306,14043479747,American (New),4,$$,47.60956,-122.34105
7240,Goodcents Deli Fresh Subs,117 NW Barry Rd,Kansas City,MO,64155,18164681212,Delis,3,$,25.750963,-80.258375
7241,Taco Del Mar,830 NE Northgate Way,Seattle,WA,98125,12062676767,Mexican,3,$,39.84231,-75.72974
7242,Nuray's Gourmet Food & Cafe,41 Mountain Blvd,Warren,NJ,7059,19082797850,Breakfast & Brunch,4.5,$$,36.7867809,-119.7899329
7243,Noodles & Company,358 S 700th E,Salt Lake City,UT,84102,18013598315,Noodles,2.5,$,25.7144756,-80.276619
7244,Mellow Mushroom,1200 20th St S,Birmingham,AL,35205,12052129420,Pizza,4,$$,29.99816,-95.5669999
7245,Logan's Roadhouse,13480 Baseline Ave,Fontana,LA,92336,19094632290,Steakhouses,3,$$,39.352568,-76.56102041
7246,L'Thai Organic Cuisine & Wine Bar,4880 Lawrenceville Hwy,Tucker,GA,30084,17704919948,Thai,4,$$,38.327785,-81.714094
7247,The Isles Ice House,1515 Pease St,Houston,TX,77002,17137399039,Beer Bar,3.5,$$,45.44150087,-122.5797961
7248,Mytiburger,9405 Kempwood Dr,Houston,TX,77080,17134620109,Fast Food,3.5,$,44.9508821,-92.9351313
7249,Kafeneio Coffeehouse,258 W 3300th S,South Salt Lake,UT,84115,18014851282,Coffee & Tea,4,$,26.08812,-80.25185
7250,Village Inn,1685 S Rock Rd,Wichita,KS,67207,13166874454,Breakfast & Brunch,4,$,35.4999366,-97.5233089
7251,Southwark Restaurant,701 S 4th St,Philadelphia,PA,19147,12679308538,American (New),4,$$$,35.00542268,-80.55773243
7252,The Top Steakhouse,2891 E Main St,Columbus,OH,43209,16142318238,Steakhouses,3.5,$$$,34.08325224,-118.3388012
7253,Corner Bakery Cafe,8464 N Friant Rd,Fresno,CA,93720,15593285991,Cafes,3.5,$,40.74227627,-74.0048001
7254,Pies & Pints,222 Capitol St,Charleston,WV,25301,13043427437,Pizza,4.5,$$,44.96212479,-93.06529045
7255,Italian Village,5370 S 900th E,Salt Lake City,UT,84117,18012664182,Pizza,3.5,$$,43.51514459,-96.74334797
7256,Pizza Ranch,4480 23rd Ave S,Fargo,ND,58104,17013564141,Pizza,3,$,25.763281,-80.306335
7257,Chipotle Mexican Grill,29 5th St W,St. Paul,MN,55102,16512915411,Mexican,3,$,44.03309,-69.53236
7258,Paseo Caribbean Food - Fremont,4225 Fremont Ave N,Seattle,WA,98103,12065457440,Caribbean,4.5,$,40.68378,-73.87254
7259,Kabab and Tandoor,315 Moody St,Waltham,MA,2453,17818990022,Indian,3,$$,25.80363,-80.19627
7260,HomeTown Buffet,10542-A SE Washington St,Portland,OR,97216,15032520741,Buffets,3,$$,40.05779,-82.86254
7261,The Iron Tap Station,4774 SE Milwaukie Ave,Portland,OR,97202,15037196397,Bars,4.5,$$,33.90899,-81.22507
7262,Tacos A Go Go,3704 Main St,Houston,TX,77002,17138078226,Mexican,4,$,41.88927962,-87.63482273
7263,Mia's Table,3131 Argonne St,Houston,TX,77098,17135226427,American (Traditional),4,$$,42.36243689,-87.92801198
7264,Uno Pizzeria & Grill,Harborplace,Baltimore,MD,21202,14106255900,Pizza,2.5,$$,41.910362,-87.67973
7265,Naf Naf Grill,326 N Michigan Ave,Chicago,IL,60601,13122630019,Middle Eastern,4.5,$,38.90989107,-77.03403622
7266,"The Dearborn Inn, A Marriott Hotel",20301 Oakwood Blvd,Dearborn,MI,48124,13132712700,Hotels,3.5,$$,47.60934,-122.34076
7267,Johnny Mitchell's Smokehouse,650 Henderson Dr,Cartersville,GA,30120,17703343431,Smokehouse,4,$$,42.48129643,-83.20227116
7268,Jim's Apple Farm,20430 Johnson Memorial Dr,Jordan,MN,55352,19525641678,Fruits & Veggies,4.5,$$,36.868129,-76.297355
7269,Amir's Grill,2911 Broadway,New York,NY,10025,12127497500,Middle Eastern,3,$,25.75606551,-80.36691561
7270,Chipotle Mexican Grill,212 Wlake Ave N,Seattle,WA,98109,12066739967,Fast Food,3,$,40.76219,-73.98562
7271,Deschutes Brewery Portland Public House,210 NW 11th Ave,Portland,OR,97209,15032964906,Brewpubs,4,$$,39.97217,-83.00416
7272,Tollhouse Market & Grill,28524 Tollhouse Rd,Tollhouse,CA,93667,15598555213,Burgers,4.5,$,33.83894646,-84.38092625
7273,Imo's Pizza,11552 W 135th St,Overland Park,MO,66221,19135294667,Italian,3.5,$$,42.33066635,-71.19188209
7274,Coffee Project New York,239 E 5th St,New York,NY,10003,12122287888,Coffee & Tea,4.5,$$,39.9404141,-75.1496063
7275,Marios Famous Pizzeria,471 W 1st Ave,Roselle,NJ,7203,19082455934,Pizza,2.5,$,36.7867809,-119.7899329
7276,Brookside Bistro,26 Hamburg Tpke,Riverdale,NY,7457,19736160606,American (Traditional),3.5,$$,36.7867809,-119.7899329
7277,Wiseguy Pizza,300 Massachusetts Ave NW,"Washington, DC",DC,20001,12024087800,Pizza,4.5,$,29.74311,-95.39691
7278,The Elephant Walk,1415 Washington St,Boston,MA,2118,16172471500,Cambodian,4,$$,35.1379125,-90.0073402
7279,Noodles & Company,1460 16th St,Denver,CO,80202,17209049590,Noodles,3,$,25.76576,-80.22827
7280,The Uptown Garrison,821 W 181st,New York,NY,10033,19172614680,Coffee & Tea,4,$$,40.76911227,-73.98142907
7281,Avenue Cafe,35-27 30th Ave,Astoria,NY,11103,17182786967,Greek,3,$$,39.93061,-75.17074
7282,Dosa Temple,59 Pond St,Ashland,MA,1721,15088796800,Vegetarian,3.5,$$,47.66837,-122.31267
7283,Tacos A Go Go,3704 Main St,Houston,TX,77002,17138078226,Mexican,4,$,39.56199023,-104.8745679
7284,Susty's Cafe,159 1st New Hampshire Tpke,Northwood,NH,3261,16039425862,Vegetarian,4.5,$$,25.72837,-80.24409
7285,Bertucci's,768 Bridgeport Ave,Shelton,CT,6484,12039266058,Pizza,2,$$,43.01208115,-87.91127014
7286,Grey Ghost Detroit,47 Watson St,Detroit,MI,48201,13132626534,American (Traditional),4,$$$,29.74155213,-95.45216013
7287,Petunia's Pies & Pastries,610 SW 12th Ave,Portland,OR,97205,15038415961,Bakeries,4,$,40.832694,-74.244944
7288,Smoothie King,23411 Aliso Viejo Pkwy,Aliso Viejo,LA,92656,19493340422,Juice Bars & Smoothies,4,$$,39.92616272,-75.16755676
7289,Robert,2 Columbus Cir,New York,NY,10019,12122997730,Sandwiches,4,$$$,40.04887051,-82.91453628
7290,Red Star Craft House,146 Exton Sq Mall,Exton,PA,19341,16105245893,American (New),3,$$,29.7189387,-95.5006421
7291,Aladdin's Eatery,1423 Grandview Ave,Columbus,OH,43212,16144885565,Middle Eastern,4,$$,36.821375,-119.771131
7292,McShane's Irish Pub & Whiskey Bar,1460 Michigan Ave,Detroit,MI,48216,13139611960,American (Traditional),4,$$,40.72191,-73.98666
7293,The Majestic Restaurant,931 Broadway Blvd,Kansas City,MO,64105,18162211888,Steakhouses,4,$$$,40.69606,-73.74544
7294,Pho Viet Restaurant,2300 Decker Blvd,Columbia,SC,29206,18036995959,Vietnamese,4,$,41.8155563,-87.8693285
7295,Pizza Inn,9101 N Council Rd,Oklahoma City,OK,73132,14056032550,Pizza,3.5,$,36.836089,-119.700546
7296,Bangla Garden,1864 Westchester Ave,East Bronx,NY,10472,13472819966,Bangladeshi,5,$,39.0404009,-94.5949986
7297,Dano's Pizza,3008 Rosewood Dr,Columbia,SC,29205,18032543266,Pizza,4,$$,39.745819,-104.9925669
7298,Larry J's BBQ Cafe,600 D St,Boston,MA,2210,16173489800,Barbeque,3.5,$$,41.99776459,-87.70285797
7299,Pizza Ranch,201 SE Oralabor Rd,Ankeny,IA,50021,15159649990,Pizza,4.5,$$,42.3819059,-82.9394699
7300,The Parlor,1916 E Camelback Rd,Phoenix,AZ,85016,16022482480,Pizza,4.5,$$,29.960326,-95.539259
7301,Chipotle Mexican Grill,2235 SW 37 Ave,Miami,FL,33145,17864412385,Mexican,2.5,$,40.72437244,-73.95101773
7302,Girl & the Goat,809 W Randolph St,Chicago,IL,60607,13124926262,American (New),4.5,$$$,25.78451,-80.1938
7303,Borgata Pizza Cafe,5701 Parkville St,Columbus,OH,43229,16148912345,Pizza,4.5,$$,39.9404141,-75.1496063
7304,Pulp Lifestyle Kitchen,49 Gallivan Ave,Salt Lake City,UT,84111,18014562513,Juice Bars & Smoothies,4.5,$,25.746074,-80.369081
7305,The Cheesecake Factory,2301 Kalakaua Ave,Honolulu,HI,96815,18089245001,Desserts,3.5,$$,43.5899851,-116.2682628
7306,Best Western Village Inn,3110 N Blackstone Ave,Fresno,CA,93703,15592262110,Hotels,3,$$,33.9249241,-84.3357354
7307,Shuckers Waterfront Grill,1819 79th St Cswy,Miami Beach,FL,33141,13058661570,Bars,3,$$,47.61271,-122.30391
7308,Ahli Baba's Kabob Shop,163 Main St,Burlington,VT,5401,18028625752,Middle Eastern,3,$,42.45797,-83.133232
7309,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,32.30019,-90.18512
7310,Dosa and Biryani House,350 Market St,Saddle Brook,NJ,7663,12018450001,Indian,3,$,29.7372343,-95.4981349
7311,LongHorn Steakhouse,4950 N Hamilton Rd,Gahanna,OH,43230,16148550200,Steakhouses,4,$$,40.7495245,-73.8929686
7312,Logan's Roadhouse,7507 N Blackstone Ave,Fresno,CA,93720,15594379385,American (Traditional),2.5,$$,40.67585506,-73.81936245
7313,Smoothie King,143 Granby St,Norfolk,VA,23510,17574165142,Juice Bars & Smoothies,4.5,$$,40.7220519,-74.0045064
7314,Cafe Keough,12 S Main St,Memphis,TN,38103,19015092469,Coffee & Tea,4,$$,36.85154211,-119.7767526
7315,Mimmo's Pizza,3000 W Allegheny Ave,Philadelphia,PA,19132,12152272888,Pizza,2.5,$,35.22615803,-80.84350395
7316,The Curtis Hotel,1405 Curtis St,Denver,CO,80202,13035710300,Hotels,3.5,$$,40.7634947,-73.5183412
7317,Harry & Izzy's,153 S Illinois St,Indianapolis,IN,46225,13176359594,Steakhouses,4,$$$,35.49450539,-97.54775226
7318,Baba Ghanouj,1888 N Humboldt Ave,Milwaukee,WI,53202,14142731888,Mediterranean,4.5,$,40.754623,-73.976605
7319,Park & Co,439 E 17th Ave,Denver,CO,80203,17203286732,Burgers,4,$$,37.33230554,-119.6558141
7320,Domino's Pizza,4257 W 3rd St,Los Angeles,LA,90020,12133853888,Pizza,2,$,35.2264881,-80.8427103
7321,Mr Hero Restaurants,2087 E Livingston Ave,Columbus,OH,43209,16143388500,Delis,3.5,$,37.2980863,-119.5364078
7322,Urban Vegan Kitchen,41 Carmine St,New York,NY,10014,16464389939,Soul Food,4,$$,37.63981,-118.96592
7323,Planet Smoothie,2900 Peachtree Rd NW,Atlanta,GA,30305,14048440660,Juice Bars & Smoothies,4.5,$,42.348629,-71.082537
7324,BD's Mongolian Grill,3977 Worth Ave,Columbus,OH,43219,16144711000,Mongolian,3,$$,40.75746068,-73.98814042
7325,Morningside Kitchen Restaurant,1397 N Highland Ave NE,Atlanta,GA,30306,14043479747,American (New),4,$$,43.65768972,-70.26564694
7326,Chipotle Mexican Grill,1625 Chestnut St,Philadelphia,PA,19103,12152796845,Mexican,3.5,$,29.7453,-95.3916
7327,Pizza Ranch,1845 E County Rd D,Maplewood,MN,55109,16517774500,Pizza,3.5,$$,42.45797,-83.133232
7328,Sushi Q,16052 Eureka Rd,Southgate,MI,48195,17343182990,Japanese,4,$$,36.76292,-119.79926
7329,Eataly - Chicago,43 E Ohio St,Chicago,IL,60611,13125218700,Specialty Food,4,$$,29.63582568,-95.58618307
7330,Good Karma Cafe,928 Pine St,Philadelphia,PA,19107,12675198860,Coffee & Tea,4,$,61.18038,-149.83541
7331,Tubby's Grilled Submarines,1612 E 11 Mile Rd,Royal Oak,MI,48067,12485489400,Sandwiches,3,$,42.34968097,-71.10552806
7332,Bread & Cup,440 N 8th St,Lincoln,NE,68508,14024382255,Vegetarian,4,$$,29.75684,-95.36566
7333,Pizza Factory,40120 Hwy 41,Oakhurst,CA,93644,15596832700,Pizza,3.5,$$,40.06466937,-83.06023945
7334,Coromandel Cuisine of India - Southport,17 Pease Ave,Southport,CT,6890,12032591213,Indian,4,$$,25.76558242,-80.22817711
7335,Harvest Pizzeria,495 S 4th St,Columbus,OH,43206,16148241769,Pizza,4.5,$$,42.9831233,-87.9772299
7336,Taco John's,1010 Gershwin Ave N,Oakdale,MN,55128,16517386831,Mexican,2,$,45.784449,-108.549882
7337,Taco Del Mar,10215 NE Cascades Pkwy,Portland,OR,97220,15032888795,Fast Food,3,$,47.65942228,-122.3133031
7338,The Cannibal Beer & Butcher,113 E 29th St,New York,NY,10016,12126865480,American (New),4,$$,40.74608165,-74.25868164
7339,Root Down,1600 W 33rd Ave,Denver,CO,80211,13039934200,American (New),4.5,$$,25.92799573,-80.1997522
7340,Lucky Inn Chinese Restaurant,8924 Waltham Woods Rd,Parkville,MD,21234,14106658383,Chinese,3,$$,39.7527158,-86.1409954
7341,Planet Smoothie,135 Marshall Ave,Hampton,VA,23669,17577286228,Juice Bars & Smoothies,4,$,36.838862,-119.752864
7342,TCBY,17045 Kercheval St,Grosse Pointe,MI,48230,13138850384,Ice Cream & Frozen Yogurt,3.5,$,42.33859907,-71.10672363
7343,Yats,5363 N College Ave,Indianapolis,IN,46220,13172538817,Cajun/Creole,4.5,$,38.94354,-77.0781
7344,Campo Mammoth,6201 Minaret Rd,Mammoth Lakes,CA,93546,17609340669,Italian,3.5,$$,26.07967414,-80.25222212
7345,Carlino's Specialty Foods,2616 E County Line Rd,Ardmore,PA,19003,16106494046,Grocery,4,$$,40.3616637,-74.0414346
7346,Buca di Beppo Italian Restaurant,2728 Gannon Rd,St. Paul,MN,55116,16517724388,Italian,3,$$,44.94152482,-123.0392271
7347,Western Sizzlin Steak House,2110 W I 240 Service Rd,Oklahoma City,OK,73159,14056822425,Steakhouses,1.5,$$,47.54582004,-122.3871751
7348,To Thai For,3571 Waialae Ave,Honolulu,HI,96816,18087343443,Thai,4,$$,33.5064374,-86.7982199
7349,Pizza King,12110 E Washington St,Indianapolis,IN,46229,13178912555,Pizza,3.5,$,45.5220247,-122.6835699
7350,On the Fly Deli,800 W Main St,Boise,ID,83702,12083446833,Delis,4,$,40.73142797,-74.0005099
7351,Famous Daves Bar B Que,1443 US Hwy 22,Mountainside,NJ,7092,19082325619,Barbeque,3,$$,39.963948,-75.144364
7352,Bamboo Sushi,836 NW 23rd Ave,Portland,OR,97210,19712291925,Sushi Bars,4.5,$$,39.2471875,-94.4655749
7353,Simple Simon's,12726 Fm 1409 Rd,Mont Belvieu,TX,77580,12815762022,Pizza,4,$$,37.74161,-97.24326
7354,Jason's Deli,3910 S Maryland Pkwy,Las Vegas,NV,89119,17028939799,Delis,4,$,40.00646,-83.04537
7355,Port of Subs,7120 North Durango Rd,Las Vegas,NV,89149,17022207678,Sandwiches,3.5,$,39.94723,-82.99533
7356,53 Kitchen & Cocktails,6201 Minaret Rd,Mammoth Lakes,CA,93546,17609340707,American (New),4,$$,35.1056594,-106.6031091
7357,Andiamo,5600 Biscayne Blvd,Miami,FL,33137,13057625751,Pizza,4,$$,33.7564522,-84.391679
7358,Woodlands Tavern,1200 W 3rd Ave,Columbus,OH,43212,16142994987,Pubs,4,$,42.3482399,-71.08662
7359,The Skinny Pancake,60 Lake St,Burlington,VT,5401,18025400188,Creperies,4,$$,39.95652,-82.9210499
7360,Mr. Burrito,2508 Lincoln Way,Ames,IA,50014,15152923002,Mexican,4.5,$,25.7818776,-80.1318167
7361,Kitchen 17,3132 N Broadway,Chicago,IL,60657,13123918654,American (New),4.5,$$,36.14495,-115.29897
7362,Mary Mac's Tea Room,224 Ponce De Leon Ave,Atlanta,GA,30308,14048761800,Southern,4,$$,45.4349,-122.61542
7363,Pabla Punjabi Cuisine,999 3rd Ave,Seattle,WA,98104,12066235587,Indian,2.5,$,43.65811619,-70.25098528
7364,The Majestic Yosemite Dining Room,9005 Ahwahnee Dr,Yosemite National Park,CA,95389,12093721489,American (New),3,$$$,40.729546,-73.958568
7365,Versailles Restaurant,3555 SW 8th St,Miami,FL,33135,13054440240,Cuban,4,$$,41.940647,-87.654479
7366,Bueno Y Sano,213 College St,Burlington,VT,5401,18028649900,Mexican,3.5,$,35.30371922,-80.74931555
7367,Blue Cactus Cafe,2002 Greene St,Columbia,SC,29214,18039290782,Korean,4,$,39.95334146,-75.15885452
7368,Fratelli Milano,213 SE 1st St,Miami,FL,33131,13053732300,Italian,4.5,$$,29.81766946,-95.42386439
7369,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,45.53543,-122.8768
7370,Pita Pit,6201 Minaret,Mammoth Lakes,CA,93546,17609247482,Fast Food,4,$,35.14662202,-80.9269068
7371,The Jus Box,1700 SW 3rd Ave,Miami,FL,33129,13053079646,Juice Bars & Smoothies,4.5,$,40.8375213,-74.1544461
7372,Schlotzsky's,6127 Westheimer Rd,Houston,TX,77057,17139742867,Delis,4.5,$,39.84231,-75.72974
7373,Hops & Pie,3920 Tennyson St,Denver,CO,80212,13034777000,Pizza,4.5,$$,41.62744021,-93.60503735
7374,Taco Maker Mexican Grill,1665 SW 107th Ave,Miami,FL,33165,13052251127,Mexican,3.5,$,36.8483728,-119.7891436
7375,Octopus Garden,88 Ave U,Brooklyn,NJ,11223,17189469221,Seafood Markets,4.5,$$,33.768452,-84.3822579
7376,Casa Velasco Mexican Restaurant,54311 Rd 432,Bass Lake,CA,93604,15596832272,Mexican,4.5,$$,42.35085,-71.07557
7377,Re-Invent Juicery,6701 N Milburn Ave,Fresno,CA,93722,15594364355,Juice Bars & Smoothies,4,$$,39.7527158,-86.1409954
7378,Mazzios,2511 N Pennsylvania Ave,Oklahoma City,OK,73107,14057999999,Pizza,3,$$,25.795544,-80.188501
7379,On The Border Mexican Grill & Cantina,1512 S Randall Rd,Algonquin,IL,60102,18479603915,Mexican,3,$$,39.9347543,-75.1795322
7380,Chickpea & Olive,238 Bedford Ave,Brooklyn,NY,11249,13479949442,Street Vendors,4.5,$$,40.71449052,-73.99815386
7381,Chef Paul's Cafe,952 F St,Fresno,CA,93706,15594788516,Soul Food,4.5,$$,37.227353,-119.509135
7382,Red Lobster,1460 E Shaw Ave,Fresno,CA,93710,15592219495,Seafood,3.5,$$,38.24456,-85.54404
7383,Rosati's Pizza,4041 E Thomas Rd,Phoenix,AZ,85018,16023810009,Pizza,3,$$,36.14396,-115.18983
7384,Seasons 52,3 Oakbrook Ctr,Oak Brook,IL,60523,16305714752,American (New),4,$$,25.7907407,-80.133582
7385,Mimi's Cafe,7660 N Blackstone Ave,Fresno,CA,93720,15594392669,Breakfast & Brunch,3,$$,40.42139,-86.90354
7386,Nish Nush,88 Reade St,New York,NY,10013,12129641318,Middle Eastern,4.5,$$,33.782,-84.38015
7387,The Cinnamon Snail,,New York,NY,10121,12126957454,Food Trucks,4.5,$,46.8439151,-96.8594028
7388,WongWayVeg,,Denver,CO,80202,13035135422,Food Trucks,5,$,40.66622162,-73.98246765
7389,Mezcal's D'os Restaurant,7508 3rd Ave,Brooklyn,NY,11209,17187487007,Mexican,3,$$,45.00541061,-93.16492428
7390,Dwaraka Indian Cuisine,3962 SE Hawthorne Blvd,Portland,OR,97214,15032301120,Indian,4,$$,29.75440623,-95.40046792
7391,Mytiburger,9405 Kempwood Dr,Houston,TX,77080,17134620109,Fast Food,3.5,$,45.5242679,-122.8062621
7392,Jacalito Taqueria Mexicana,3622 W Flagler St,Miami,FL,33135,13054431336,Mexican,4,$,36.8412,-76.13331
7393,Water for Chocolate,1841 E Lombard St,Baltimore,MD,21231,14106757778,Coffee & Tea,4.5,$$,44.98627862,-93.40785271
7394,Me-N-Ed's Pizza,4072 E Ventura Ave,Fresno,CA,93702,15592551604,Pizza,3,$,26.54707527,-81.86986542
7395,Imli Urban Indian Food,1136 1st Ave,New York,NY,10065,12122560073,Indian,4.5,$$,39.7124,-104.8252
7396,Romio's Pizza & Pasta - Belltown,2801 Western Ave,Seattle,WA,98121,12064433300,Pizza,2.5,$$,26.10182296,-80.12556452
7397,Rio Acai Bowls - Downtown Fresno,1915 Fulton St,Fresno,CA,93721,15594127725,Acai Bowls,4.5,$,35.15623274,-80.83084803
7398,HipCityVeg,712 7th St NW,"Washington, DC",DC,20001,12026218057,Vegetarian,4.5,$$,39.75477243,-104.9774837
7399,Jason's Deli,230 10th St NE,Atlanta,GA,30309,14048533760,Delis,3.5,$,39.2993499,-76.61545
7400,specialTEA Lounge,10766 SW 24th St,Miami,FL,33165,13055548327,Coffee & Tea,4.5,$,37.3594409,-119.644062
7401,Pepperoni's - Montrose,2710B Montrose Blvd,Houston,TX,77006,17135260202,Pizza,4,$,25.7886732,-80.1416061
7402,The Green Wave,5221 W Broward Blvd,Plantation,FL,33317,19545818377,Vegetarian,4.5,$$,36.84993407,-119.7897452
7403,Ori'Zaba's Scratch Mexican Grill,6630 N Durango Dr,Las Vegas,NV,89149,17028369222,Mexican,3.5,$,45.52051286,-122.6370533
7404,The Teahouse Tapioca & Tea,2089 Westheimer Rd,Houston,TX,77098,17135266123,Coffee & Tea,4,$,42.4595919,-83.1343017
7405,Palace Of Asia,480 Route 38 E,Maple Shade,PA,8052,18567731200,Indian,4.5,$$,29.80303,-95.41111
7406,Kislings Tavern,2100 Fleet St,Baltimore,MD,21231,14103275477,Bars,3.5,$$,29.80304146,-95.41064453
7407,sweetgreen,1471 P St NW,"Washington, DC",DC,20005,12022347336,Salad,4,$,39.94795227,-75.22067261
7408,Ayesha Saffron,328 Crandon Blvd,Key Biscayne,FL,33149,17869534761,Indian,4,$$,34.0173639,-118.2783144
7409,El Pollo Rey,901 Kansas Ave,Kansas City,MO,66105,19133714243,Mexican,4.5,$,40.10765457,-85.66957092
7410,Brahma Bull,3050 W Shaw Ave,Fresno,CA,93711,15592751100,Indian,4,$$,37.3331104,-119.660292
7411,Loulay Kitchen & Bar,600 Union St,Seattle,WA,98101,12064024588,French,4,$$,36.8093986,-119.8452467
7412,Dirt Candy,86 Allen St,New York,NY,10002,12122287732,Vegetarian,4,$$$,40.79458274,-73.93370504
7413,Slim's Koffee Shak,40879 Hwy 41,Oakhurst,CA,93644,15596835311,Coffee & Tea,4.5,$,36.82329376,-119.8068074
7414,The Cool Bean Cafe,40120 Hwy 41,Oakhurst,CA,93644,15596837575,Coffee & Tea,5,$,36.7867809,-119.7899329
7415,Abbey Burger Bistro,1041 Marshall St,Baltimore,MD,21230,14434539698,Sports Bars,4,$$,29.73722839,-95.41732788
7416,Slice of India,1345 N Willow Ave,Clovis,CA,93619,15593256155,Indian,5,$$,40.141671,-75.388314
7417,Chutneys,827 Newark Ave,Jersey City,NJ,7306,12012229909,Indian,3.5,$$,25.6939209,-80.30141747
7418,Red Robin Gourmet Burgers,1491 S. Havana,Aurora,CO,80012,13036717055,Burgers,2.5,$$,40.76948,-73.95499
7419,La Moon Restaurant,97 SW 8th St,Miami,FL,33130,13058606209,Fast Food,3.5,$$,37.2229944,-119.5099837
7420,Pizza Fino,1020 Campbell Rd,Houston,TX,77055,17134659800,Pizza,3.5,$$,39.98765,-86.13859
7421,Bartaco Chastain Park,3802 Roswell Rd,Atlanta,GA,30342,16788718226,Mexican,4,$$,40.75988101,-73.83258536
7422,Delirio Fresh,2475 NW 95th Ave,Miami,FL,33172,13054993304,Salad,4.5,$$,32.33416157,-90.32206812
7423,Hopdoddy Burger Bar,5510 Morningside Dr,Houston,TX,77005,12815572337,Burgers,3.5,$$,41.15878296,-104.3554001
7424,Snap Kitchen,3600 Kirby Dr,Houston,TX,77098,17135265700,Food Delivery Services,4,$$,40.7276204,-74.0029745
